"","country","year","sex","age","q"
"108","Argentina",2015,"male",53,0.00702828
"109","Argentina",2015,"female",54,0.00443216
"110","Argentina",2015,"male",54,0.0077693
"111","Argentina",2015,"female",55,0.00485844
"112","Argentina",2015,"male",55,0.00859606
"113","Argentina",2015,"female",56,0.00533245
"114","Argentina",2015,"male",56,0.0095163
"115","Argentina",2015,"female",57,0.00585128
"116","Argentina",2015,"male",57,0.01053535
"117","Argentina",2015,"female",58,0.00641022
"118","Argentina",2015,"male",58,0.01165641
"119","Argentina",2015,"female",59,0.00700642
"120","Argentina",2015,"male",59,0.01287878
"121","Argentina",2015,"female",60,0.00763751
"122","Argentina",2015,"male",60,0.0141983
"123","Argentina",2015,"female",61,0.00830447
"124","Argentina",2015,"male",61,0.0156075
"125","Argentina",2015,"female",62,0.00900997
"126","Argentina",2015,"male",62,0.01709707
"127","Argentina",2015,"female",63,0.00975862
"128","Argentina",2015,"male",63,0.01866323
"129","Argentina",2015,"female",64,0.01055668
"130","Argentina",2015,"male",64,0.02030611
"131","Argentina",2015,"female",65,0.01141248
"132","Argentina",2015,"male",65,0.02203869
"133","Argentina",2015,"female",66,0.01233633
"134","Argentina",2015,"male",66,0.02388122
"135","Argentina",2015,"female",67,0.01334018
"136","Argentina",2015,"male",67,0.02585686
"137","Argentina",2015,"female",68,0.01443802
"138","Argentina",2015,"male",68,0.02799104
"139","Argentina",2015,"female",69,0.0156451
"140","Argentina",2015,"male",69,0.03029898
"141","Argentina",2015,"female",70,0.01697906
"142","Argentina",2015,"male",70,0.03279228
"143","Argentina",2015,"female",71,0.01846224
"144","Argentina",2015,"male",71,0.03548302
"145","Argentina",2015,"female",72,0.02012298
"146","Argentina",2015,"male",72,0.03838907
"147","Argentina",2015,"female",73,0.02200318
"148","Argentina",2015,"male",73,0.04156846
"149","Argentina",2015,"female",74,0.02415984
"150","Argentina",2015,"male",74,0.04511401
"151","Argentina",2015,"female",75,0.02666885
"152","Argentina",2015,"male",75,0.04917259
"153","Argentina",2015,"female",76,0.0296278
"154","Argentina",2015,"male",76,0.05393757
"155","Argentina",2015,"female",77,0.03313271
"156","Argentina",2015,"male",77,0.05956427
"157","Argentina",2015,"female",78,0.03727737
"158","Argentina",2015,"male",78,0.06617563
"159","Argentina",2015,"female",79,0.0421156
"160","Argentina",2015,"male",79,0.07372583
"161","Argentina",2015,"female",80,0.04764404
"162","Argentina",2015,"male",80,0.08198834
"163","Argentina",2015,"female",81,0.05381658
"164","Argentina",2015,"male",81,0.09060623
"165","Argentina",2015,"female",82,0.06053449
"166","Argentina",2015,"male",82,0.09909846
"167","Argentina",2015,"female",83,0.06773894
"168","Argentina",2015,"male",83,0.10718108
"169","Argentina",2015,"female",84,0.07545047
"170","Argentina",2015,"male",84,0.11480746
"171","Argentina",2015,"female",85,0.08378837
"172","Argentina",2015,"male",85,0.12224046
"173","Argentina",2015,"female",86,0.09301007
"174","Argentina",2015,"male",86,0.13004439
"175","Argentina",2015,"female",87,0.1033342
"176","Argentina",2015,"male",87,0.13872337
"177","Argentina",2015,"female",88,0.11486676
"178","Argentina",2015,"male",88,0.14869351
"179","Argentina",2015,"female",89,0.12749883
"180","Argentina",2015,"male",89,0.16011548
"181","Argentina",2015,"female",90,0.14075711
"182","Argentina",2015,"male",90,0.17281729
"183","Argentina",2015,"female",91,0.15412117
"184","Argentina",2015,"male",91,0.18648958
"185","Argentina",2015,"female",92,0.1671792
"186","Argentina",2015,"male",92,0.20066846
"187","Argentina",2015,"female",93,0.17998069
"188","Argentina",2015,"male",93,0.21498536
"189","Argentina",2015,"female",94,0.19347762
"190","Argentina",2015,"male",94,0.22928178
"191","Argentina",2015,"female",95,0.21285253
"192","Argentina",2015,"male",95,0.24250122
"193","Argentina",2015,"female",96,0.23010108
"194","Argentina",2015,"male",96,0.2574883
"195","Argentina",2015,"female",97,0.24798357
"196","Argentina",2015,"male",97,0.2728059
"197","Argentina",2015,"female",98,0.26640775
"198","Argentina",2015,"male",98,0.28839248
"199","Argentina",2015,"female",99,0.28526811
"200","Argentina",2015,"male",99,0.30418183
"201","Argentina",2016,"female",0,0.0099895
"202","Argentina",2016,"male",0,0.01187645
"203","Argentina",2016,"female",1,0.00056275
"204","Argentina",2016,"male",1,0.00048335
"205","Argentina",2016,"female",2,0.00043006
"206","Argentina",2016,"male",2,0.00042067
"207","Argentina",2016,"female",3,0.00033167
"208","Argentina",2016,"male",3,0.00036606
"209","Argentina",2016,"female",4,0.00026079
"210","Argentina",2016,"male",4,0.00031846
"211","Argentina",2016,"female",5,0.00021146
"212","Argentina",2016,"male",5,0.00027723
"213","Argentina",2016,"female",6,0.00017897
"214","Argentina",2016,"male",6,0.00024228
"215","Argentina",2016,"female",7,0.00015974
"216","Argentina",2016,"male",7,0.00021391
"217","Argentina",2016,"female",8,0.00015107
"218","Argentina",2016,"male",8,0.00019333
"219","Argentina",2016,"female",9,0.00015164
"220","Argentina",2016,"male",9,0.00018174
"221","Argentina",2016,"female",10,0.00016088
"222","Argentina",2016,"male",10,0.0001814
"223","Argentina",2016,"female",11,0.00017928
"224","Argentina",2016,"male",11,0.00019588
"225","Argentina",2016,"female",12,0.00020763
"226","Argentina",2016,"male",12,0.0002308
"227","Argentina",2016,"female",13,0.00024684
"228","Argentina",2016,"male",13,0.00029684
"229","Argentina",2016,"female",14,0.00029645
"230","Argentina",2016,"male",14,0.00040729
"231","Argentina",2016,"female",15,0.00035366
"232","Argentina",2016,"male",15,0.00057737
"233","Argentina",2016,"female",16,0.00041223
"234","Argentina",2016,"male",16,0.00080734
"235","Argentina",2016,"female",17,0.00046297
"236","Argentina",2016,"male",17,0.00106356
"237","Argentina",2016,"female",18,0.00049907
"238","Argentina",2016,"male",18,0.00128916
"239","Argentina",2016,"female",19,0.00051704
"240","Argentina",2016,"male",19,0.00142197
"241","Argentina",2016,"female",20,0.00052135
"242","Argentina",2016,"male",20,0.00145658
"243","Argentina",2016,"female",21,0.00051947
"244","Argentina",2016,"male",21,0.00142952
"245","Argentina",2016,"female",22,0.00051838
"246","Argentina",2016,"male",22,0.00138389
"247","Argentina",2016,"female",23,0.00052386
"248","Argentina",2016,"male",23,0.00135612
"249","Argentina",2016,"female",24,0.00053724
"250","Argentina",2016,"male",24,0.00135544
"251","Argentina",2016,"female",25,0.00055834
"252","Argentina",2016,"male",25,0.00137982
"253","Argentina",2016,"female",26,0.00058471
"254","Argentina",2016,"male",26,0.00141791
"255","Argentina",2016,"female",27,0.00061306
"256","Argentina",2016,"male",27,0.00145331
"257","Argentina",2016,"female",28,0.00064193
"258","Argentina",2016,"male",28,0.00147748
"259","Argentina",2016,"female",29,0.00067089
"260","Argentina",2016,"male",29,0.00148761
"261","Argentina",2016,"female",30,0.0007024
"262","Argentina",2016,"male",30,0.00149005
"263","Argentina",2016,"female",31,0.00074032
"264","Argentina",2016,"male",31,0.00149664
"265","Argentina",2016,"female",32,0.00078805
"266","Argentina",2016,"male",32,0.00151668
"267","Argentina",2016,"female",33,0.00084879
"268","Argentina",2016,"male",33,0.00155771
"269","Argentina",2016,"female",34,0.00092236
"270","Argentina",2016,"male",34,0.00162137
"271","Argentina",2016,"female",35,0.00100616
"272","Argentina",2016,"male",35,0.0017043
"273","Argentina",2016,"female",36,0.00109483
"274","Argentina",2016,"male",36,0.00180099
"275","Argentina",2016,"female",37,0.00118087
"276","Argentina",2016,"male",37,0.00190337
"277","Argentina",2016,"female",38,0.00126036
"278","Argentina",2016,"male",38,0.0020072
"279","Argentina",2016,"female",39,0.00133251
"280","Argentina",2016,"male",39,0.00211327
"281","Argentina",2016,"female",40,0.00140308
"282","Argentina",2016,"male",40,0.00222761
"283","Argentina",2016,"female",41,0.00148247
"284","Argentina",2016,"male",41,0.00236274
"285","Argentina",2016,"female",42,0.00158077
"286","Argentina",2016,"male",42,0.00253093
"287","Argentina",2016,"female",43,0.00170848
"288","Argentina",2016,"male",43,0.00274326
"289","Argentina",2016,"female",44,0.00187109
"290","Argentina",2016,"male",44,0.00300689
"291","Argentina",2016,"female",45,0.00207001
"292","Argentina",2016,"male",45,0.00332055
"293","Argentina",2016,"female",46,0.00230178
"294","Argentina",2016,"male",46,0.00367897
"295","Argentina",2016,"female",47,0.00255724
"296","Argentina",2016,"male",47,0.00407095
"297","Argentina",2016,"female",48,0.00282764
"298","Argentina",2016,"male",48,0.0044863
"299","Argentina",2016,"female",49,0.00310494
"300","Argentina",2016,"male",49,0.00492347
"301","Argentina",2016,"female",50,0.00338639
"302","Argentina",2016,"male",50,0.00538797
"303","Argentina",2016,"female",51,0.00367525
"304","Argentina",2016,"male",51,0.00589959
"305","Argentina",2016,"female",52,0.00397828
"306","Argentina",2016,"male",52,0.00648197
"307","Argentina",2016,"female",53,0.00430591
"308","Argentina",2016,"male",53,0.00715626
"309","Argentina",2016,"female",54,0.00466988
"310","Argentina",2016,"male",54,0.00793986
"311","Argentina",2016,"female",55,0.00508342
"312","Argentina",2016,"male",55,0.00883248
"313","Argentina",2016,"female",56,0.00555938
"314","Argentina",2016,"male",56,0.00982511
"315","Argentina",2016,"female",57,0.00610993
"316","Argentina",2016,"male",57,0.01089917
"317","Argentina",2016,"female",58,0.00674252
"318","Argentina",2016,"male",58,0.01203294
"319","Argentina",2016,"female",59,0.00745741
"320","Argentina",2016,"male",59,0.01322077
"321","Argentina",2016,"female",60,0.00824531
"322","Argentina",2016,"male",60,0.01446626
"323","Argentina",2016,"female",61,0.0090839
"324","Argentina",2016,"male",61,0.01579518
"325","Argentina",2016,"female",62,0.009949
"326","Argentina",2016,"male",62,0.01724287
"327","Argentina",2016,"female",63,0.0108183
"328","Argentina",2016,"male",63,0.01883894
"329","Argentina",2016,"female",64,0.0116822
"330","Argentina",2016,"male",64,0.02061026
"331","Argentina",2016,"female",65,0.01255168
"332","Argentina",2016,"male",65,0.02256083
"333","Argentina",2016,"female",66,0.01345062
"334","Argentina",2016,"male",66,0.02468277
"335","Argentina",2016,"female",67,0.01441805
"336","Argentina",2016,"male",67,0.02695863
"337","Argentina",2016,"female",68,0.01549431
"338","Argentina",2016,"male",68,0.02936425
"339","Argentina",2016,"female",69,0.01671697
"340","Argentina",2016,"male",69,0.031887
"341","Argentina",2016,"female",70,0.01812175
"342","Argentina",2016,"male",70,0.03452147
"343","Argentina",2016,"female",71,0.01973817
"344","Argentina",2016,"male",71,0.03728794
"345","Argentina",2016,"female",72,0.02159959
"346","Argentina",2016,"male",72,0.04022806
"347","Argentina",2016,"female",73,0.0237443
"348","Argentina",2016,"male",73,0.04342525
"349","Argentina",2016,"female",74,0.02621981
"350","Argentina",2016,"male",74,0.04700089
"351","Argentina",2016,"female",75,0.02908653
"352","Argentina",2016,"male",75,0.051123
"353","Argentina",2016,"female",76,0.03241161
"354","Argentina",2016,"male",76,0.0560032
"355","Argentina",2016,"female",77,0.0362641
"356","Argentina",2016,"male",77,0.06180851
"357","Argentina",2016,"female",78,0.04070358
"358","Argentina",2016,"male",78,0.06866949
"359","Argentina",2016,"female",79,0.04575733
"360","Argentina",2016,"male",79,0.07653901
"361","Argentina",2016,"female",80,0.05142287
"362","Argentina",2016,"male",80,0.08517867
"363","Argentina",2016,"female",81,0.05765007
"364","Argentina",2016,"male",81,0.09421145
"365","Argentina",2016,"female",82,0.06437974
"366","Argentina",2016,"male",82,0.1031271
"367","Argentina",2016,"female",83,0.07159546
"368","Argentina",2016,"male",83,0.11162129
"369","Argentina",2016,"female",84,0.07933404
"370","Argentina",2016,"male",84,0.11963889
"371","Argentina",2016,"female",85,0.08776627
"372","Argentina",2016,"male",85,0.12744975
"373","Argentina",2016,"female",86,0.09710494
"374","Argentina",2016,"male",86,0.13564062
"375","Argentina",2016,"female",87,0.10754789
"376","Argentina",2016,"male",87,0.14473353
"377","Argentina",2016,"female",88,0.11920525
"378","Argentina",2016,"male",88,0.15515557
"379","Argentina",2016,"female",89,0.13188238
"380","Argentina",2016,"male",89,0.16706506
"381","Argentina",2016,"female",90,0.14520668
"382","Argentina",2016,"male",90,0.18027088
"383","Argentina",2016,"female",91,0.15861233
"384","Argentina",2016,"male",91,0.19444186
"385","Argentina",2016,"female",92,0.17163525
"386","Argentina",2016,"male",92,0.2090922
"387","Argentina",2016,"female",93,0.18447808
"388","Argentina",2016,"male",93,0.22384275
"389","Argentina",2016,"female",94,0.19781662
"390","Argentina",2016,"male",94,0.23854205
"391","Argentina",2016,"female",95,0.21695596
"392","Argentina",2016,"male",95,0.25224239
"393","Argentina",2016,"female",96,0.23400242
"394","Argentina",2016,"male",96,0.26763082
"395","Argentina",2016,"female",97,0.25163879
"396","Argentina",2016,"male",97,0.28331625
"397","Argentina",2016,"female",98,0.26977558
"398","Argentina",2016,"male",98,0.29923161
"399","Argentina",2016,"female",99,0.28831149
"400","Argentina",2016,"male",99,0.31530567
"401","Argentina",2017,"female",0,0.00971331
"402","Argentina",2017,"male",0,0.01152022
"403","Argentina",2017,"female",1,0.00054297
"404","Argentina",2017,"male",1,0.00046735
"405","Argentina",2017,"female",2,0.00043312
"406","Argentina",2017,"male",2,0.00040599
"407","Argentina",2017,"female",3,0.00034772
"408","Argentina",2017,"male",3,0.00035309
"409","Argentina",2017,"female",4,0.00028301
"410","Argentina",2017,"male",4,0.00030785
"411","Argentina",2017,"female",5,0.00023546
"412","Argentina",2017,"male",5,0.00026969
"413","Argentina",2017,"female",6,0.00020216
"414","Argentina",2017,"male",6,0.00023842
"415","Argentina",2017,"female",7,0.00018067
"416","Argentina",2017,"male",7,0.00021402
"417","Argentina",2017,"female",8,0.00016904
"418","Argentina",2017,"male",8,0.00019716
"419","Argentina",2017,"female",9,0.00016628
"420","Argentina",2017,"male",9,0.00018872
"421","Argentina",2017,"female",10,0.00017211
"422","Argentina",2017,"male",10,0.00019057
"423","Argentina",2017,"female",11,0.00018722
"424","Argentina",2017,"male",11,0.00020577
"425","Argentina",2017,"female",12,0.0002127
"426","Argentina",2017,"male",12,0.00023898
"427","Argentina",2017,"female",13,0.00025006
"428","Argentina",2017,"male",13,0.0002985
"429","Argentina",2017,"female",14,0.00029933
"430","Argentina",2017,"male",14,0.0003942
"431","Argentina",2017,"female",15,0.00035829
"432","Argentina",2017,"male",15,0.00053749
"433","Argentina",2017,"female",16,0.00042028
"434","Argentina",2017,"male",16,0.0007312
"435","Argentina",2017,"female",17,0.00047473
"436","Argentina",2017,"male",17,0.0009587
"437","Argentina",2017,"female",18,0.00051329
"438","Argentina",2017,"male",18,0.0011861
"439","Argentina",2017,"female",19,0.0005313
"440","Argentina",2017,"male",19,0.00136634
"441","Argentina",2017,"female",20,0.00053371
"442","Argentina",2017,"male",20,0.00147569
"443","Argentina",2017,"female",21,0.00052912
"444","Argentina",2017,"male",21,0.00151617
"445","Argentina",2017,"female",22,0.00052553
"446","Argentina",2017,"male",22,0.00150751
"447","Argentina",2017,"female",23,0.00052947
"448","Argentina",2017,"male",23,0.00147578
"449","Argentina",2017,"female",24,0.00054234
"450","Argentina",2017,"male",24,0.00143726
"451","Argentina",2017,"female",25,0.00056379
"452","Argentina",2017,"male",25,0.00140209
"453","Argentina",2017,"female",26,0.00059086
"454","Argentina",2017,"male",26,0.00137412
"455","Argentina",2017,"female",27,0.00061959
"456","Argentina",2017,"male",27,0.00135431
"457","Argentina",2017,"female",28,0.00064795
"458","Argentina",2017,"male",28,0.00134364
"459","Argentina",2017,"female",29,0.00067502
"460","Argentina",2017,"male",29,0.00134323
"461","Argentina",2017,"female",30,0.00070306
"462","Argentina",2017,"male",30,0.00135455
"463","Argentina",2017,"female",31,0.00073583
"464","Argentina",2017,"male",31,0.00137939
"465","Argentina",2017,"female",32,0.00077684
"466","Argentina",2017,"male",32,0.00141865
"467","Argentina",2017,"female",33,0.00082953
"468","Argentina",2017,"male",33,0.00147254
"469","Argentina",2017,"female",34,0.00089449
"470","Argentina",2017,"male",34,0.00153956
"471","Argentina",2017,"female",35,0.00097049
"472","Argentina",2017,"male",35,0.00161653
"473","Argentina",2017,"female",36,0.00105411
"474","Argentina",2017,"male",36,0.00169995
"475","Argentina",2017,"female",37,0.00114022
"476","Argentina",2017,"male",37,0.00178611
"477","Argentina",2017,"female",38,0.00122608
"478","Argentina",2017,"male",38,0.0018741
"479","Argentina",2017,"female",39,0.00131095
"480","Argentina",2017,"male",39,0.00196652
"481","Argentina",2017,"female",40,0.00139879
"482","Argentina",2017,"male",40,0.0020693
"483","Argentina",2017,"female",41,0.00149709
"484","Argentina",2017,"male",41,0.00219248
"485","Argentina",2017,"female",42,0.00161311
"486","Argentina",2017,"male",42,0.00234578
"487","Argentina",2017,"female",43,0.00175421
"488","Argentina",2017,"male",43,0.00253794
"489","Argentina",2017,"female",44,0.00192285
"490","Argentina",2017,"male",44,0.00277494
"491","Argentina",2017,"female",45,0.00211701
"492","Argentina",2017,"male",45,0.00305675
"493","Argentina",2017,"female",46,0.00233038
"494","Argentina",2017,"male",46,0.0033804
"495","Argentina",2017,"female",47,0.00255211
"496","Argentina",2017,"male",47,0.00373845
"497","Argentina",2017,"female",48,0.00277517
"498","Argentina",2017,"male",48,0.00412353
"499","Argentina",2017,"female",49,0.00299702
"500","Argentina",2017,"male",49,0.00453321
"501","Argentina",2017,"female",50,0.00322408
"502","Argentina",2017,"male",50,0.00496913
"503","Argentina",2017,"female",51,0.00347175
"504","Argentina",2017,"male",51,0.00544215
"505","Argentina",2017,"female",52,0.00375647
"506","Argentina",2017,"male",52,0.0059662
"507","Argentina",2017,"female",53,0.0040959
"508","Argentina",2017,"male",53,0.00655574
"509","Argentina",2017,"female",54,0.00450151
"510","Argentina",2017,"male",54,0.00722489
"511","Argentina",2017,"female",55,0.00497722
"512","Argentina",2017,"male",55,0.00798153
"513","Argentina",2017,"female",56,0.00552042
"514","Argentina",2017,"male",56,0.00883137
"515","Argentina",2017,"female",57,0.00611958
"516","Argentina",2017,"male",57,0.00977652
"517","Argentina",2017,"female",58,0.00676283
"518","Argentina",2017,"male",58,0.01081815
"519","Argentina",2017,"female",59,0.00743959
"520","Argentina",2017,"male",59,0.01196109
"521","Argentina",2017,"female",60,0.00814434
"522","Argentina",2017,"male",60,0.01321182
"523","Argentina",2017,"female",61,0.0088797
"524","Argentina",2017,"male",61,0.01458135
"525","Argentina",2017,"female",62,0.00965173
"526","Argentina",2017,"male",62,0.01608165
"527","Argentina",2017,"female",63,0.01047039
"528","Argentina",2017,"male",63,0.01771995
"529","Argentina",2017,"female",64,0.01134668
"530","Argentina",2017,"male",64,0.01949916
"531","Argentina",2017,"female",65,0.01229205
"532","Argentina",2017,"male",65,0.02141092
"533","Argentina",2017,"female",66,0.01331863
"534","Argentina",2017,"male",66,0.02343987
"535","Argentina",2017,"female",67,0.0144388
"536","Argentina",2017,"male",67,0.02557199
"537","Argentina",2017,"female",68,0.01566588
"538","Argentina",2017,"male",68,0.02779507
"539","Argentina",2017,"female",69,0.01701384
"540","Argentina",2017,"male",69,0.03011835
"541","Argentina",2017,"female",70,0.01849865
"542","Argentina",2017,"male",70,0.03256635
"543","Argentina",2017,"female",71,0.02013877
"544","Argentina",2017,"male",71,0.03518786
"545","Argentina",2017,"female",72,0.02196046
"546","Argentina",2017,"male",72,0.03805103
"547","Argentina",2017,"female",73,0.02400246
"548","Argentina",2017,"male",73,0.04123369
"549","Argentina",2017,"female",74,0.02631964
"550","Argentina",2017,"male",74,0.04482743
"551","Argentina",2017,"female",75,0.02899104
"552","Argentina",2017,"male",75,0.04892669
"553","Argentina",2017,"female",76,0.03210901
"554","Argentina",2017,"male",76,0.05363292
"555","Argentina",2017,"female",77,0.03577398
"556","Argentina",2017,"male",77,0.05902076
"557","Argentina",2017,"female",78,0.04007757
"558","Argentina",2017,"male",78,0.06513922
"559","Argentina",2017,"female",79,0.0450671
"560","Argentina",2017,"male",79,0.07196147
"561","Argentina",2017,"female",80,0.05075011
"562","Argentina",2017,"male",80,0.07938049
"563","Argentina",2017,"female",81,0.05705872
"564","Argentina",2017,"male",81,0.08723844
"565","Argentina",2017,"female",82,0.0639027
"566","Argentina",2017,"male",82,0.09532815
"567","Argentina",2017,"female",83,0.07122954
"568","Argentina",2017,"male",83,0.10352982
"569","Argentina",2017,"female",84,0.07904116
"570","Argentina",2017,"male",84,0.11182535
"571","Argentina",2017,"female",85,0.08749744
"572","Argentina",2017,"male",85,0.12033561
"573","Argentina",2017,"female",86,0.09681326
"574","Argentina",2017,"male",86,0.12932591
"575","Argentina",2017,"female",87,0.10721173
"576","Argentina",2017,"male",87,0.13904379
"577","Argentina",2017,"female",88,0.11884185
"578","Argentina",2017,"male",88,0.14970203
"579","Argentina",2017,"female",89,0.13155914
"580","Argentina",2017,"male",89,0.16139133
"581","Argentina",2017,"female",90,0.14504626
"582","Argentina",2017,"male",90,0.17403954
"583","Argentina",2017,"female",91,0.15877565
"584","Argentina",2017,"male",91,0.18749933
"585","Argentina",2017,"female",92,0.1722919
"586","Argentina",2017,"male",92,0.20153907
"587","Argentina",2017,"female",93,0.18573323
"588","Argentina",2017,"male",93,0.21595537
"589","Argentina",2017,"female",94,0.19967003
"590","Argentina",2017,"male",94,0.23062062
"591","Argentina",2017,"female",95,0.21864712
"592","Argentina",2017,"male",95,0.24486781
"593","Argentina",2017,"female",96,0.2360384
"594","Argentina",2017,"male",96,0.26026887
"595","Argentina",2017,"female",97,0.25402865
"596","Argentina",2017,"male",97,0.27600475
"597","Argentina",2017,"female",98,0.27252232
"598","Argentina",2017,"male",98,0.29200841
"599","Argentina",2017,"female",99,0.29141153
"600","Argentina",2017,"male",99,0.30820793
"601","Argentina",2018,"female",0,0.00945021
"602","Argentina",2018,"male",0,0.01118215
"603","Argentina",2018,"female",1,0.00055331
"604","Argentina",2018,"male",1,0.00049614
"605","Argentina",2018,"female",2,0.00042238
"606","Argentina",2018,"male",2,0.0004008
"607","Argentina",2018,"female",3,0.00032524
"608","Argentina",2018,"male",3,0.00032492
"609","Argentina",2018,"female",4,0.0002551
"610","Argentina",2018,"male",4,0.0002654
"611","Argentina",2018,"female",5,0.00020602
"612","Argentina",2018,"male",5,0.00021957
"613","Argentina",2018,"female",6,0.00017335
"614","Argentina",2018,"male",6,0.00018539
"615","Argentina",2018,"female",7,0.00015348
"616","Argentina",2018,"male",7,0.00016123
"617","Argentina",2018,"female",8,0.00014369
"618","Argentina",2018,"male",8,0.00014619
"619","Argentina",2018,"female",9,0.00014258
"620","Argentina",2018,"male",9,0.00014004
"621","Argentina",2018,"female",10,0.00014951
"622","Argentina",2018,"male",10,0.00014382
"623","Argentina",2018,"female",11,0.00016486
"624","Argentina",2018,"male",11,0.00016031
"625","Argentina",2018,"female",12,0.00018947
"626","Argentina",2018,"male",12,0.00019464
"627","Argentina",2018,"female",13,0.00022463
"628","Argentina",2018,"male",13,0.00025656
"629","Argentina",2018,"female",14,0.00027092
"630","Argentina",2018,"male",14,0.00035889
"631","Argentina",2018,"female",15,0.00032751
"632","Argentina",2018,"male",15,0.00051686
"633","Argentina",2018,"female",16,0.00039078
"634","Argentina",2018,"male",16,0.00073438
"635","Argentina",2018,"female",17,0.00045386
