"","country","year","sex","age","count"
"245","Argentina",2016,"female",22,348575.5
"246","Argentina",2016,"male",22,363238
"247","Argentina",2016,"female",23,345898
"248","Argentina",2016,"male",23,360009
"249","Argentina",2016,"female",24,342968
"250","Argentina",2016,"male",24,356826.5
"251","Argentina",2016,"female",25,340233
"252","Argentina",2016,"male",25,353760.5
"253","Argentina",2016,"female",26,335477
"254","Argentina",2016,"male",26,348535
"255","Argentina",2016,"female",27,330941
"256","Argentina",2016,"male",27,343484.5
"257","Argentina",2016,"female",28,326860.5
"258","Argentina",2016,"male",28,338759.5
"259","Argentina",2016,"female",29,322557
"260","Argentina",2016,"male",29,333791
"261","Argentina",2016,"female",30,319421
"262","Argentina",2016,"male",30,329954.5
"263","Argentina",2016,"female",31,318056
"264","Argentina",2016,"male",31,327625
"265","Argentina",2016,"female",32,317617.5
"266","Argentina",2016,"male",32,326001.5
"267","Argentina",2016,"female",33,317401.5
"268","Argentina",2016,"male",33,324564.5
"269","Argentina",2016,"female",34,317836
"270","Argentina",2016,"male",34,324568.5
"271","Argentina",2016,"female",35,317453.5
"272","Argentina",2016,"male",35,324464.5
"273","Argentina",2016,"female",36,316281
"274","Argentina",2016,"male",36,323772.5
"275","Argentina",2016,"female",37,313602.5
"276","Argentina",2016,"male",37,321721
"277","Argentina",2016,"female",38,309470.5
"278","Argentina",2016,"male",38,317273
"279","Argentina",2016,"female",39,302836.5
"280","Argentina",2016,"male",39,309391
"281","Argentina",2016,"female",40,294094
"282","Argentina",2016,"male",40,299377.5
"283","Argentina",2016,"female",41,285818.5
"284","Argentina",2016,"male",41,289437
"285","Argentina",2016,"female",42,277344.5
"286","Argentina",2016,"male",42,278948.5
"287","Argentina",2016,"female",43,268684
"288","Argentina",2016,"male",43,268529
"289","Argentina",2016,"female",44,261326
"290","Argentina",2016,"male",44,259707.5
"291","Argentina",2016,"female",45,253794.5
"292","Argentina",2016,"male",45,251228
"293","Argentina",2016,"female",46,246606.5
"294","Argentina",2016,"male",46,243538
"295","Argentina",2016,"female",47,240112.5
"296","Argentina",2016,"male",47,236909
"297","Argentina",2016,"female",48,233707
"298","Argentina",2016,"male",48,230566.5
"299","Argentina",2016,"female",49,228526
"300","Argentina",2016,"male",49,225257
"301","Argentina",2016,"female",50,225862.5
"302","Argentina",2016,"male",50,222413.5
"303","Argentina",2016,"female",51,226180
"304","Argentina",2016,"male",51,222432
"305","Argentina",2016,"female",52,226281
"306","Argentina",2016,"male",52,222086
"307","Argentina",2016,"female",53,224402.5
"308","Argentina",2016,"male",53,219804.5
"309","Argentina",2016,"female",54,221289
"310","Argentina",2016,"male",54,216091.5
"311","Argentina",2016,"female",55,218387
"312","Argentina",2016,"male",55,212276
"313","Argentina",2016,"female",56,215947.5
"314","Argentina",2016,"male",56,208710.5
"315","Argentina",2016,"female",57,211636
"316","Argentina",2016,"male",57,203124
"317","Argentina",2016,"female",58,208196
"318","Argentina",2016,"male",58,198424
"319","Argentina",2016,"female",59,206266
"320","Argentina",2016,"male",59,195170
"321","Argentina",2016,"female",60,202856.5
"322","Argentina",2016,"male",60,190326
"323","Argentina",2016,"female",61,198944.5
"324","Argentina",2016,"male",61,184909
"325","Argentina",2016,"female",62,195267
"326","Argentina",2016,"male",62,179609.5
"327","Argentina",2016,"female",63,191280.5
"328","Argentina",2016,"male",63,173970
"329","Argentina",2016,"female",64,186748
"330","Argentina",2016,"male",64,167673.5
"331","Argentina",2016,"female",65,181847.5
"332","Argentina",2016,"male",65,160916
"333","Argentina",2016,"female",66,175949.5
"334","Argentina",2016,"male",66,153785.5
"335","Argentina",2016,"female",67,171051
"336","Argentina",2016,"male",67,147431.5
"337","Argentina",2016,"female",68,166715
"338","Argentina",2016,"male",68,141082.5
"339","Argentina",2016,"female",69,160385.5
"340","Argentina",2016,"male",69,133303.5
"341","Argentina",2016,"female",70,153312
"342","Argentina",2016,"male",70,125096.5
"343","Argentina",2016,"female",71,146439.5
"344","Argentina",2016,"male",71,117025
"345","Argentina",2016,"female",72,139726.5
"346","Argentina",2016,"male",72,109128.5
"347","Argentina",2016,"female",73,133122.5
"348","Argentina",2016,"male",73,101489
"349","Argentina",2016,"female",74,126615
"350","Argentina",2016,"male",74,94144
"351","Argentina",2016,"female",75,120210.5
"352","Argentina",2016,"male",75,87116.5
"353","Argentina",2016,"female",76,113942.5
"354","Argentina",2016,"male",76,80413
"355","Argentina",2016,"female",77,107822
"356","Argentina",2016,"male",77,73980
"357","Argentina",2016,"female",78,101962.5
"358","Argentina",2016,"male",78,67908.5
"359","Argentina",2016,"female",79,96316
"360","Argentina",2016,"male",79,62151.5
"361","Argentina",2016,"female",80,90620.5
"362","Argentina",2016,"male",80,56419.5
"363","Argentina",2016,"female",81,84644
"364","Argentina",2016,"male",81,50518
"365","Argentina",2016,"female",82,78411
"366","Argentina",2016,"male",82,44602
"367","Argentina",2016,"female",83,72310
"368","Argentina",2016,"male",83,38913.5
"369","Argentina",2016,"female",84,66423.5
"370","Argentina",2016,"male",84,33581.5
"371","Argentina",2016,"female",85,60642
"372","Argentina",2016,"male",85,28734.5
"373","Argentina",2016,"female",86,54837.5
"374","Argentina",2016,"male",86,24448
"375","Argentina",2016,"female",87,49049
"376","Argentina",2016,"male",87,20705
"377","Argentina",2016,"female",88,43112
"378","Argentina",2016,"male",88,17360
"379","Argentina",2016,"female",89,36940
"380","Argentina",2016,"male",89,14321.5
"381","Argentina",2016,"female",90,30929
"382","Argentina",2016,"male",90,11609
"383","Argentina",2016,"female",91,25485
"384","Argentina",2016,"male",91,9256
"385","Argentina",2016,"female",92,20662
"386","Argentina",2016,"male",92,7244.5
"387","Argentina",2016,"female",93,16408
"388","Argentina",2016,"male",93,5539
"389","Argentina",2016,"female",94,12781
"390","Argentina",2016,"male",94,4134
"391","Argentina",2016,"female",95,9730
"392","Argentina",2016,"male",95,3020.5
"393","Argentina",2016,"female",96,7205
"394","Argentina",2016,"male",96,2164.5
"395","Argentina",2016,"female",97,5184
"396","Argentina",2016,"male",97,1515
"397","Argentina",2016,"female",98,3637.5
"398","Argentina",2016,"male",98,1038
"399","Argentina",2016,"female",99,2496.5
"400","Argentina",2016,"male",99,697.5
"401","Argentina",2017,"female",0,350479.5
"402","Argentina",2017,"male",0,369012.5
"403","Argentina",2017,"female",1,362168.5
"404","Argentina",2017,"male",1,381972.5
"405","Argentina",2017,"female",2,370831.5
"406","Argentina",2017,"male",2,391650
"407","Argentina",2017,"female",3,366711
"408","Argentina",2017,"male",3,387801.5
"409","Argentina",2017,"female",4,357046.5
"410","Argentina",2017,"male",4,378038.5
"411","Argentina",2017,"female",5,357938.5
"412","Argentina",2017,"male",5,379223
"413","Argentina",2017,"female",6,362297.5
"414","Argentina",2017,"male",6,383703.5
"415","Argentina",2017,"female",7,358893
"416","Argentina",2017,"male",7,379831.5
"417","Argentina",2017,"female",8,356220
"418","Argentina",2017,"male",8,377006.5
"419","Argentina",2017,"female",9,349512
"420","Argentina",2017,"male",9,370279.5
"421","Argentina",2017,"female",10,342759.5
"422","Argentina",2017,"male",10,363102.5
"423","Argentina",2017,"female",11,342519.5
"424","Argentina",2017,"male",11,361989
"425","Argentina",2017,"female",12,340399.5
"426","Argentina",2017,"male",12,358648
"427","Argentina",2017,"female",13,337835
"428","Argentina",2017,"male",13,355226.5
"429","Argentina",2017,"female",14,337843
"430","Argentina",2017,"male",14,354886
"431","Argentina",2017,"female",15,338891
"432","Argentina",2017,"male",15,355636.5
"433","Argentina",2017,"female",16,340511.5
"434","Argentina",2017,"male",16,357120.5
"435","Argentina",2017,"female",17,342459.5
"436","Argentina",2017,"male",17,359086
"437","Argentina",2017,"female",18,341431.5
"438","Argentina",2017,"male",18,357773
"439","Argentina",2017,"female",19,339803.5
"440","Argentina",2017,"male",19,355520.5
"441","Argentina",2017,"female",20,341481
"442","Argentina",2017,"male",20,356635
"443","Argentina",2017,"female",21,345138
"444","Argentina",2017,"male",21,360066
"445","Argentina",2017,"female",22,348333.5
"446","Argentina",2017,"male",22,363140
"447","Argentina",2017,"female",23,348498.5
"448","Argentina",2017,"male",23,362818
"449","Argentina",2017,"female",24,345819
"450","Argentina",2017,"male",24,359602.5
"451","Argentina",2017,"female",25,342883.5
"452","Argentina",2017,"male",25,356428
"453","Argentina",2017,"female",26,340138.5
"454","Argentina",2017,"male",26,353364.5
"455","Argentina",2017,"female",27,335371.5
"456","Argentina",2017,"male",27,348140.5
"457","Argentina",2017,"female",28,330824
"458","Argentina",2017,"male",28,343090.5
"459","Argentina",2017,"female",29,326731.5
"460","Argentina",2017,"male",29,338365.5
"461","Argentina",2017,"female",30,322416
"462","Argentina",2017,"male",30,333397.5
"463","Argentina",2017,"female",31,319265.5
"464","Argentina",2017,"male",31,329557.5
"465","Argentina",2017,"female",32,317884.5
"466","Argentina",2017,"male",32,327219
"467","Argentina",2017,"female",33,317424.5
"468","Argentina",2017,"male",33,325581
"469","Argentina",2017,"female",34,317184
"470","Argentina",2017,"male",34,324123
"471","Argentina",2017,"female",35,317589
"472","Argentina",2017,"male",35,324099
"473","Argentina",2017,"female",36,317176.5
"474","Argentina",2017,"male",36,323963.5
"475","Argentina",2017,"female",37,315973.5
"476","Argentina",2017,"male",37,323239
"477","Argentina",2017,"female",38,313267.5
"478","Argentina",2017,"male",38,321156.5
"479","Argentina",2017,"female",39,309112.5
"480","Argentina",2017,"male",39,316683
"481","Argentina",2017,"female",40,302459
"482","Argentina",2017,"male",40,308781.5
"483","Argentina",2017,"female",41,293701
"484","Argentina",2017,"male",41,298750
"485","Argentina",2017,"female",42,285407
"486","Argentina",2017,"male",42,288787
"487","Argentina",2017,"female",43,276910
"488","Argentina",2017,"male",43,278270.5
"489","Argentina",2017,"female",44,268221
"490","Argentina",2017,"male",44,267814
"491","Argentina",2017,"female",45,260827
"492","Argentina",2017,"male",45,258943.5
"493","Argentina",2017,"female",46,253255.5
"494","Argentina",2017,"male",46,250407.5
"495","Argentina",2017,"female",47,246024
"496","Argentina",2017,"male",47,242654
"497","Argentina",2017,"female",48,239486
"498","Argentina",2017,"male",48,235957
"499","Argentina",2017,"female",49,233039
"500","Argentina",2017,"male",49,229543
"501","Argentina",2017,"female",50,227814.5
"502","Argentina",2017,"male",50,224158
"503","Argentina",2017,"female",51,225098
"504","Argentina",2017,"male",51,221223
"505","Argentina",2017,"female",52,225350.5
"506","Argentina",2017,"male",52,221123
"507","Argentina",2017,"female",53,225378.5
"508","Argentina",2017,"male",53,220646.5
"509","Argentina",2017,"female",54,223427
"510","Argentina",2017,"male",54,218229.5
"511","Argentina",2017,"female",55,220234
"512","Argentina",2017,"male",55,214376
"513","Argentina",2017,"female",56,217241
"514","Argentina",2017,"male",56,210404.5
"515","Argentina",2017,"female",57,214697
"516","Argentina",2017,"male",57,206668
"517","Argentina",2017,"female",58,210281.5
"518","Argentina",2017,"male",58,200924.5
"519","Argentina",2017,"female",59,206724
"520","Argentina",2017,"male",59,196050
"521","Argentina",2017,"female",60,204658.5
"522","Argentina",2017,"male",60,192599
"523","Argentina",2017,"female",61,201120
"524","Argentina",2017,"male",61,187572
"525","Argentina",2017,"female",62,197082
"526","Argentina",2017,"male",62,181971.5
"527","Argentina",2017,"female",63,193276
"528","Argentina",2017,"male",63,176479
"529","Argentina",2017,"female",64,189165.5
"530","Argentina",2017,"male",64,170642.5
"531","Argentina",2017,"female",65,184517.5
"532","Argentina",2017,"male",65,164156.5
"533","Argentina",2017,"female",66,179505.5
"534","Argentina",2017,"male",66,157218.5
"535","Argentina",2017,"female",67,173506.5
"536","Argentina",2017,"male",67,149923
"537","Argentina",2017,"female",68,168488.5
"538","Argentina",2017,"male",68,143395.5
"539","Argentina",2017,"female",69,164014
"540","Argentina",2017,"male",69,136887.5
"541","Argentina",2017,"female",70,157567.5
"542","Argentina",2017,"male",70,129008.5
"543","Argentina",2017,"female",71,150383
"544","Argentina",2017,"male",71,120739.5
"545","Argentina",2017,"female",72,143387.5
"546","Argentina",2017,"male",72,112623
"547","Argentina",2017,"female",73,136540.5
"548","Argentina",2017,"male",73,104691.5
"549","Argentina",2017,"female",74,129788.5
"550","Argentina",2017,"male",74,97019
"551","Argentina",2017,"female",75,123116
"552","Argentina",2017,"male",75,89633.5
"553","Argentina",2017,"female",76,116529
"554","Argentina",2017,"male",76,82556.5
"555","Argentina",2017,"female",77,110056.5
"556","Argentina",2017,"male",77,75787
"557","Argentina",2017,"female",78,103707.5
"558","Argentina",2017,"male",78,69279.5
"559","Argentina",2017,"female",79,97593.5
"560","Argentina",2017,"male",79,63125
"561","Argentina",2017,"female",80,91675.5
"562","Argentina",2017,"male",80,57298
"563","Argentina",2017,"female",81,85715
"564","Argentina",2017,"male",81,51550.5
"565","Argentina",2017,"female",82,79511
"566","Argentina",2017,"male",82,45732
"567","Argentina",2017,"female",83,73106
"568","Argentina",2017,"male",83,40002
"569","Argentina",2017,"female",84,66875.5
"570","Argentina",2017,"male",84,34579.5
"571","Argentina",2017,"female",85,60895
"572","Argentina",2017,"male",85,29567.5
"573","Argentina",2017,"female",86,55057.5
"574","Argentina",2017,"male",86,25060.5
"575","Argentina",2017,"female",87,49249.5
"576","Argentina",2017,"male",87,21103
"577","Argentina",2017,"female",88,43512.5
"578","Argentina",2017,"male",88,17666.5
"579","Argentina",2017,"female",89,37724.5
"580","Argentina",2017,"male",89,14620.5
"581","Argentina",2017,"female",90,31844
"582","Argentina",2017,"male",90,11885.5
"583","Argentina",2017,"female",91,26247
"584","Argentina",2017,"male",91,9480
"585","Argentina",2017,"female",92,21286
"586","Argentina",2017,"male",92,7429.5
"587","Argentina",2017,"female",93,16985.5
"588","Argentina",2017,"male",93,5711
"589","Argentina",2017,"female",94,13270
"590","Argentina",2017,"male",94,4285.5
"591","Argentina",2017,"female",95,10132
"592","Argentina",2017,"male",95,3139.5
"593","Argentina",2017,"female",96,7537.5
"594","Argentina",2017,"male",96,2250
"595","Argentina",2017,"female",97,5456
"596","Argentina",2017,"male",97,1578.5
"597","Argentina",2017,"female",98,3832.5
"598","Argentina",2017,"male",98,1081.5
"599","Argentina",2017,"female",99,2622.5
"600","Argentina",2017,"male",99,724.5
"601","Argentina",2018,"female",0,338202
"602","Argentina",2018,"male",0,355551.5
"603","Argentina",2018,"female",1,349982.5
"604","Argentina",2018,"male",1,368425.5
"605","Argentina",2018,"female",2,362023
"606","Argentina",2018,"male",2,381834
"607","Argentina",2018,"female",3,370716
"608","Argentina",2018,"male",3,391530.5
"609","Argentina",2018,"female",4,366622.5
"610","Argentina",2018,"male",4,387703.5
"611","Argentina",2018,"female",5,356978.5
"612","Argentina",2018,"male",5,377957.5
"613","Argentina",2018,"female",6,357881.5
"614","Argentina",2018,"male",6,379152.5
"615","Argentina",2018,"female",7,362247
"616","Argentina",2018,"male",7,383641
"617","Argentina",2018,"female",8,358847
"618","Argentina",2018,"male",8,379775.5
"619","Argentina",2018,"female",9,356174.5
"620","Argentina",2018,"male",9,376953.5
"621","Argentina",2018,"female",10,349466.5
"622","Argentina",2018,"male",10,370227.5
"623","Argentina",2018,"female",11,342711
"624","Argentina",2018,"male",11,363048
"625","Argentina",2018,"female",12,342466.5
"626","Argentina",2018,"male",12,361927.5
"627","Argentina",2018,"female",13,340340.5
"628","Argentina",2018,"male",13,358575
"629","Argentina",2018,"female",14,337771
"630","Argentina",2018,"male",14,355131.5
"631","Argentina",2018,"female",15,337771.5
"632","Argentina",2018,"male",15,354757.5
"633","Argentina",2018,"female",16,338812
"634","Argentina",2018,"male",16,355455.5
"635","Argentina",2018,"female",17,340426
"636","Argentina",2018,"male",17,356872
"637","Argentina",2018,"female",18,342368
"638","Argentina",2018,"male",18,358763
"639","Argentina",2018,"female",19,341339.5
"640","Argentina",2018,"male",19,357391
"641","Argentina",2018,"female",20,339714.5
"642","Argentina",2018,"male",20,355105
"643","Argentina",2018,"female",21,341396
"644","Argentina",2018,"male",21,356205.5
"645","Argentina",2018,"female",22,345054.5
"646","Argentina",2018,"male",22,359636
"647","Argentina",2018,"female",23,348250
"648","Argentina",2018,"male",23,362718.5
"649","Argentina",2018,"female",24,348413
"650","Argentina",2018,"male",24,362409.5
"651","Argentina",2018,"female",25,345730.5
"652","Argentina",2018,"male",25,359207
"653","Argentina",2018,"female",26,342788
"654","Argentina",2018,"male",26,356041
"655","Argentina",2018,"female",27,340033
"656","Argentina",2018,"male",27,352981.5
"657","Argentina",2018,"female",28,335256
"658","Argentina",2018,"male",28,347763
"659","Argentina",2018,"female",29,330696.5
"660","Argentina",2018,"male",29,342715.5
"661","Argentina",2018,"female",30,326591
"662","Argentina",2018,"male",30,337991.5
"663","Argentina",2018,"female",31,322260
"664","Argentina",2018,"male",31,333020.5
"665","Argentina",2018,"female",32,319092
"666","Argentina",2018,"male",32,329172.5
"667","Argentina",2018,"female",33,317690
"668","Argentina",2018,"male",33,326817.5
"669","Argentina",2018,"female",34,317205.5
"670","Argentina",2018,"male",34,325156
"671","Argentina",2018,"female",35,316936.5
"672","Argentina",2018,"male",35,323670.5
"673","Argentina",2018,"female",36,317312.5
"674","Argentina",2018,"male",36,323613.5
"675","Argentina",2018,"female",37,316870
"676","Argentina",2018,"male",37,323444
"677","Argentina",2018,"female",38,315637.5
"678","Argentina",2018,"male",38,322686.5
"679","Argentina",2018,"female",39,312904.5
"680","Argentina",2018,"male",39,320575.5
"681","Argentina",2018,"female",40,308723.5
"682","Argentina",2018,"male",40,316077.5
"683","Argentina",2018,"female",41,302047
"684","Argentina",2018,"male",41,308156.5
"685","Argentina",2018,"female",42,293267
"686","Argentina",2018,"male",42,298106.5
"687","Argentina",2018,"female",43,284947
"688","Argentina",2018,"male",43,288117
"689","Argentina",2018,"female",44,276421
"690","Argentina",2018,"male",44,277567
"691","Argentina",2018,"female",45,267700.5
"692","Argentina",2018,"male",45,267069
"693","Argentina",2018,"female",46,260269
"694","Argentina",2018,"male",46,258145.5
"695","Argentina",2018,"female",47,252659
"696","Argentina",2018,"male",47,249550.5
"697","Argentina",2018,"female",48,245389.5
"698","Argentina",2018,"male",48,241732
